PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;SOORT DIPLOMA;GESLACHT;2015;2016;2017;2018;2019
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;hbo bachelor;man;35;25;24;32;42
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;hbo bachelor;vrouw;0;1;3;2;2
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34268;B Technische Natuurkunde;voltijd onderwijs;hbo bachelor;man;42;24;38;42;30
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34268;B Technische Natuurkunde;voltijd onderwijs;hbo bachelor;vrouw;7;6;4;6;12
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;duaal onderwijs;hbo bachelor;man;15;17;25;12;14
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;duaal onderwijs;hbo bachelor;vrouw;0;2;1;2;1
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;hbo bachelor;man;78;111;110;133;105
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;hbo bachelor;vrouw;3;4;4;10;5
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;hbo bachelor;man;43;35;27;39;30
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;hbo bachelor;vrouw;5;13;10;8;14
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;hbo bachelor;man;12;10;12;11;12
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;hbo bachelor;vrouw;13;10;10;19;17
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);80039;Ad Projectleider Techniek;duaal onderwijs;hbo associate degree;man;11;15;12;3;0
Zuid-Holland;0505;Dordrecht;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80120;Ad Sociaal Werk in de Zorg;duaal onderwijs;hbo associate degree;man;0;0;4;1;4
Zuid-Holland;0505;Dordrecht;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80120;Ad Sociaal Werk in de Zorg;duaal onderwijs;hbo associate degree;vrouw;0;0;11;0;10
Zuid-Holland;0505;Dordrecht;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;man;2;2;5;1;5
Zuid-Holland;0505;Dordrecht;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;vrouw;14;18;18;25;29
Zuid-Holland;0505;Dordrecht;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;hbo bachelor;vrouw;0;0;0;0;1
Zuid-Holland;0505;Dordrecht;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;3;2;5;5;6
Zuid-Holland;0505;Dordrecht;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;21;17;31;28;20
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;hbo bachelor;man;1;0;0;0;0
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;hbo bachelor;vrouw;13;17;9;15;14
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;man;2;2;3;10;6
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;vrouw;11;9;8;14;14
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;hbo bachelor;man;2;2;5;1;3
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;hbo bachelor;vrouw;5;7;9;13;23
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;11;19;27;12;17
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;126;119;112;118;118
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;hbo bachelor;man;1;4;1;0;3
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;hbo bachelor;vrouw;5;3;1;2;2
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;duaal onderwijs;hbo bachelor;man;0;2;1;1;0
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;duaal onderwijs;hbo bachelor;vrouw;0;2;1;1;1
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;hbo bachelor;man;5;5;7;3;5
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;hbo bachelor;vrouw;10;10;6;4;6
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;duaal onderwijs;hbo bachelor;man;0;2;2;0;3
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;duaal onderwijs;hbo bachelor;vrouw;3;9;3;5;5
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;deeltijd onderwijs;hbo bachelor;man;5;1;1;0;1
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;deeltijd onderwijs;hbo bachelor;vrouw;0;1;0;2;0
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;duaal onderwijs;hbo bachelor;man;2;2;1;1;4
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;duaal onderwijs;hbo bachelor;vrouw;2;2;0;1;0
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;hbo bachelor;man;6;1;0;1;0
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;hbo bachelor;vrouw;6;5;7;10;0
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;duaal onderwijs;hbo bachelor;man;1;0;2;0;0
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;duaal onderwijs;hbo bachelor;vrouw;3;8;3;4;3
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;hbo bachelor;man;9;2;5;5;6
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;hbo bachelor;vrouw;1;2;0;0;1
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;duaal onderwijs;hbo bachelor;man;0;2;1;2;0
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;duaal onderwijs;hbo bachelor;vrouw;0;1;0;1;3
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;hbo bachelor;man;4;7;2;1;1
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;hbo bachelor;vrouw;6;2;4;4;7
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;duaal onderwijs;hbo bachelor;man;0;1;1;1;0
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;duaal onderwijs;hbo bachelor;vrouw;0;0;4;1;1
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);44135;M Leren en Innoveren;deeltijd onderwijs;hbo master;man;12;9;2;12;9
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);44135;M Leren en Innoveren;deeltijd onderwijs;hbo master;vrouw;11;14;8;13;5
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;02NR;Hotelschool The Hague;economie;n.v.t. (economie);34411;B Hotel Management;voltijd onderwijs;hbo bachelor;man;68;74;93;71;78
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;02NR;Hotelschool The Hague;economie;n.v.t. (economie);34411;B Hotel Management;voltijd onderwijs;hbo bachelor;vrouw;108;118;127;129;159
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;onderwijs;lerarenopleidingen op het gebied van de kunst;39112;B Docent Muziek;voltijd onderwijs;hbo bachelor;man;3;4;4;6;4
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;onderwijs;lerarenopleidingen op het gebied van de kunst;39112;B Docent Muziek;voltijd onderwijs;hbo bachelor;vrouw;5;10;8;8;13
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;hbo bachelor;man;49;37;43;58;47
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;hbo bachelor;vrouw;42;40;33;43;50
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;hbo bachelor;man;1;3;2;2;3
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;hbo bachelor;vrouw;5;5;8;5;2
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39110;B Autonome Beeldende Kunst;deeltijd onderwijs;hbo bachelor;man;1;2;0;3;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39110;B Autonome Beeldende Kunst;deeltijd onderwijs;hbo bachelor;vrouw;8;7;10;2;2
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39110;B Autonome Beeldende Kunst;voltijd onderwijs;hbo bachelor;man;15;20;16;12;14
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39110;B Autonome Beeldende Kunst;voltijd onderwijs;hbo bachelor;vrouw;24;22;31;29;28
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;deeltijd onderwijs;hbo bachelor;man;5;2;4;1;2
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;deeltijd onderwijs;hbo bachelor;vrouw;3;6;2;1;5
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;hbo bachelor;man;34;20;33;37;28
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;hbo bachelor;vrouw;71;67;66;84;87
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;voortgezette kunstopleidingen;44739;M Muziek;voltijd onderwijs;hbo master;man;63;64;58;64;59
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;voortgezette kunstopleidingen;44739;M Muziek;voltijd onderwijs;hbo master;vrouw;50;49;63;45;49
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;voortgezette kunstopleidingen;49104;M Sonologie;voltijd onderwijs;hbo master;man;6;10;8;6;7
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;voortgezette kunstopleidingen;49104;M Sonologie;voltijd onderwijs;hbo master;vrouw;3;1;0;1;2
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;voortgezette kunstopleidingen;49105;M Opera;voltijd onderwijs;hbo master;man;0;1;1;1;1
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;voortgezette kunstopleidingen;49105;M Opera;voltijd onderwijs;hbo master;vrouw;0;1;1;1;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;voortgezette kunstopleidingen;49106;M Type and Media;voltijd onderwijs;hbo master;man;7;7;6;8;7
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;voortgezette kunstopleidingen;49106;M Type and Media;voltijd onderwijs;hbo master;vrouw;5;3;6;4;5
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;voortgezette kunstopleidingen;49114;M Master of Arts in Fine Art and Design;voltijd onderwijs;hbo master;man;0;0;2;8;19
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;voortgezette kunstopleidingen;49114;M Master of Arts in Fine Art and Design;voltijd onderwijs;hbo master;vrouw;0;0;5;14;21
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;voortgezette kunstopleidingen;49238;M Interieurarchitectuur;voltijd onderwijs;hbo master;man;1;1;2;4;3
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;voortgezette kunstopleidingen;49238;M Interieurarchitectuur;voltijd onderwijs;hbo master;vrouw;8;5;10;5;7
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;25DW;Hogeschool Utrecht;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;deeltijd onderwijs;hbo master;man;8;5;5;1;4
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;25DW;Hogeschool Utrecht;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;deeltijd onderwijs;hbo master;vrouw;118;92;62;74;73
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;deeltijd onderwijs;hbo bachelor;man;5;6;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;deeltijd onderwijs;hbo bachelor;vrouw;4;3;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;hbo bachelor;man;30;17;37;22;26
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;hbo bachelor;vrouw;22;13;28;13;15
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;man;12;9;8;6;3
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;vrouw;36;33;28;28;21
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34641;B Sociaal-Juridische Dienstverlening;deeltijd onderwijs;hbo bachelor;man;0;1;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34641;B Sociaal-Juridische Dienstverlening;deeltijd onderwijs;hbo bachelor;vrouw;3;3;1;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34641;B Sociaal-Juridische Dienstverlening;voltijd onderwijs;hbo bachelor;man;3;2;0;5;2
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34641;B Sociaal-Juridische Dienstverlening;voltijd onderwijs;hbo bachelor;vrouw;16;23;20;17;15
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35516;B Creative Business;voltijd onderwijs;hbo bachelor;man;31;32;25;13;15
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35516;B Creative Business;voltijd onderwijs;hbo bachelor;vrouw;90;64;47;38;52
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;deeltijd onderwijs;hbo bachelor;man;1;0;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;voltijd onderwijs;hbo bachelor;man;2;0;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);80035;Ad Crossmediale Communicatie;voltijd onderwijs;hbo associate degree;man;6;3;2;7;7
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);80035;Ad Crossmediale Communicatie;voltijd onderwijs;hbo associate degree;vrouw;21;13;22;23;10
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);81000;B Small Business and Retail Management (open bestel);deeltijd onderwijs;hbo bachelor;man;1;0;6;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);81000;B Small Business and Retail Management (open bestel);deeltijd onderwijs;hbo bachelor;vrouw;0;1;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);81000;B Small Business and Retail Management (open bestel);duaal onderwijs;hbo bachelor;man;0;2;1;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);81000;B Small Business and Retail Management (open bestel);duaal onderwijs;hbo bachelor;vrouw;1;0;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);81000;B Small Business and Retail Management (open bestel);voltijd onderwijs;hbo bachelor;man;4;7;5;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);81000;B Small Business and Retail Management (open bestel);voltijd onderwijs;hbo bachelor;vrouw;2;1;1;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;hbo bachelor;vrouw;0;1;0;0;1
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;hbo bachelor;man;3;3;6;6;10
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;hbo bachelor;vrouw;22;36;36;22;39
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80090;Ad Sociaal Financiele Dienstverlening;deeltijd onderwijs;hbo associate degree;man;1;3;4;6;6
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80090;Ad Sociaal Financiele Dienstverlening;deeltijd onderwijs;hbo associate degree;vrouw;20;8;8;14;13
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;man;10;9;11;8;6
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;vrouw;78;61;57;50;88
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;2;3;2;1;2
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;37;17;18;18;13
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);44135;M Leren en Innoveren;deeltijd onderwijs;hbo master;man;4;4;4;2;7
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);44135;M Leren en Innoveren;deeltijd onderwijs;hbo master;vrouw;9;6;18;12;5
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;hbo bachelor;man;66;86;110;70;105
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;hbo bachelor;vrouw;76;60;103;78;82
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;hbo bachelor;man;10;10;9;8;6
