PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;SOORT DIPLOMA;GESLACHT;2015;2016;2017;2018;2019
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80012;Ad Tuinbouw en Akkerbouw;voltijd onderwijs;hbo associate degree;vrouw;0;0;1;0;1
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80028;Ad Bedrijfskunde en Agribusiness;deeltijd onderwijs;hbo associate degree;man;2;15;23;24;19
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80028;Ad Bedrijfskunde en Agribusiness;deeltijd onderwijs;hbo associate degree;vrouw;0;1;1;1;1
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80028;Ad Bedrijfskunde en Agribusiness;voltijd onderwijs;hbo associate degree;man;0;0;0;5;3
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80028;Ad Bedrijfskunde en Agribusiness;voltijd onderwijs;hbo associate degree;vrouw;0;0;0;3;1
Friesland;0080;Leeuwarden;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;deeltijd onderwijs;hbo master;man;1;2;3;1;2
Friesland;0080;Leeuwarden;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;deeltijd onderwijs;hbo master;vrouw;25;32;26;27;7
Friesland;0080;Leeuwarden;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;voltijd onderwijs;hbo master;vrouw;7;1;0;0;0
Friesland;0080;Leeuwarden;reguliere inst.;25BE;Hanzehogeschool Groningen;taal en cultuur;opleidingen op het gebied van de kunst;30041;B Popular Culture;voltijd onderwijs;hbo bachelor;man;23;27;25;28;17
Friesland;0080;Leeuwarden;reguliere inst.;25BE;Hanzehogeschool Groningen;taal en cultuur;opleidingen op het gebied van de kunst;30041;B Popular Culture;voltijd onderwijs;hbo bachelor;vrouw;10;20;21;10;9
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34284;B Milieukunde;deeltijd onderwijs;hbo bachelor;man;7;5;4;2;5
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34284;B Milieukunde;deeltijd onderwijs;hbo bachelor;vrouw;5;6;2;2;0
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34284;B Milieukunde;voltijd onderwijs;hbo bachelor;man;13;17;12;22;17
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34284;B Milieukunde;voltijd onderwijs;hbo bachelor;vrouw;3;9;14;3;12
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34331;B Biotechnologie;voltijd onderwijs;hbo bachelor;man;18;19;14;26;13
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34331;B Biotechnologie;voltijd onderwijs;hbo bachelor;vrouw;35;26;32;32;25
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34333;B Diermanagement;voltijd onderwijs;hbo bachelor;man;14;19;39;33;23
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34333;B Diermanagement;voltijd onderwijs;hbo bachelor;vrouw;80;80;93;64;68
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34856;B Voedingsmiddelentechnologie;voltijd onderwijs;hbo bachelor;man;20;9;16;11;22
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34856;B Voedingsmiddelentechnologie;voltijd onderwijs;hbo bachelor;vrouw;18;21;26;29;27
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34859;B Management van de Leefomgeving;voltijd onderwijs;hbo bachelor;man;3;4;8;16;9
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34859;B Management van de Leefomgeving;voltijd onderwijs;hbo bachelor;vrouw;0;3;1;4;9
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34866;B Bedrijfskunde en Agribusiness;voltijd onderwijs;hbo bachelor;man;20;28;16;13;15
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34866;B Bedrijfskunde en Agribusiness;voltijd onderwijs;hbo bachelor;vrouw;7;7;8;8;9
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34868;B Tuinbouw en Akkerbouw;voltijd onderwijs;hbo bachelor;man;4;10;13;11;14
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34868;B Tuinbouw en Akkerbouw;voltijd onderwijs;hbo bachelor;vrouw;0;1;0;3;3
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34869;B Dier- en Veehouderij;voltijd onderwijs;hbo bachelor;man;34;23;26;28;30
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34869;B Dier- en Veehouderij;voltijd onderwijs;hbo bachelor;vrouw;9;15;16;14;9
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);39204;B Kust en Zee Management;voltijd onderwijs;hbo bachelor;man;25;23;23;18;21
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);39204;B Kust en Zee Management;voltijd onderwijs;hbo bachelor;vrouw;12;10;15;17;15
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);49290;M Innovative Dairy Chain Management;deeltijd onderwijs;hbo master;man;0;0;0;0;1
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);49290;M Innovative Dairy Chain Management;voltijd onderwijs;hbo master;man;0;0;0;1;0
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);49290;M Innovative Dairy Chain Management;voltijd onderwijs;hbo master;vrouw;0;0;0;1;2
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80023;Ad Omgevingskunde;deeltijd onderwijs;hbo associate degree;man;2;0;1;2;0
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80044;Ad Melkveehouderij;voltijd onderwijs;hbo associate degree;man;19;22;19;22;11
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80044;Ad Melkveehouderij;voltijd onderwijs;hbo associate degree;vrouw;2;2;3;3;3
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80069;Ad Duurzame Watertechnologie;deeltijd onderwijs;hbo associate degree;man;0;0;1;1;0
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80069;Ad Duurzame Watertechnologie;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;1;0
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80070;Ad Duurzaam Bodembeheer;deeltijd onderwijs;hbo associate degree;man;0;0;2;0;0
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80141;Ad Voedingsmiddelentechnologie;deeltijd onderwijs;hbo associate degree;man;0;0;0;0;1
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80141;Ad Voedingsmiddelentechnologie;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;0;3
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;hbo bachelor;man;33;34;55;31;50
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;hbo bachelor;vrouw;19;50;38;36;40
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;hbo bachelor;man;5;9;8;3;2
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;hbo bachelor;vrouw;7;1;2;3;4
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;hbo bachelor;man;23;38;45;36;34
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;hbo bachelor;vrouw;42;27;33;27;21
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;deeltijd onderwijs;hbo bachelor;man;1;1;1;1;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;deeltijd onderwijs;hbo bachelor;vrouw;1;0;1;0;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;hbo bachelor;man;21;46;37;36;30
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;hbo bachelor;vrouw;8;18;12;11;12
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34405;B Communicatie;deeltijd onderwijs;hbo bachelor;man;1;0;0;0;1
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34405;B Communicatie;deeltijd onderwijs;hbo bachelor;vrouw;5;0;3;1;1
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;man;15;12;16;7;13
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;vrouw;76;78;60;48;36
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;hbo bachelor;man;13;13;17;16;30
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;hbo bachelor;vrouw;8;18;11;7;12
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34411;B Hotel Management;deeltijd onderwijs;hbo bachelor;man;0;0;0;0;1
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34411;B Hotel Management;duaal onderwijs;hbo bachelor;man;3;0;0;1;1
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34411;B Hotel Management;duaal onderwijs;hbo bachelor;vrouw;1;1;2;1;1
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34411;B Hotel Management;voltijd onderwijs;hbo bachelor;man;154;159;221;203;159
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34411;B Hotel Management;voltijd onderwijs;hbo bachelor;vrouw;302;329;377;359;312
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34419;B European Studies;voltijd onderwijs;hbo bachelor;man;4;10;5;7;8
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34419;B European Studies;voltijd onderwijs;hbo bachelor;vrouw;15;15;15;9;18
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;deeltijd onderwijs;hbo bachelor;man;3;5;1;0;1
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;deeltijd onderwijs;hbo bachelor;vrouw;1;0;4;1;1
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;voltijd onderwijs;hbo bachelor;man;9;11;7;12;16
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;voltijd onderwijs;hbo bachelor;vrouw;9;7;10;8;6
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;deeltijd onderwijs;hbo bachelor;man;0;1;1;2;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;deeltijd onderwijs;hbo bachelor;vrouw;2;0;1;2;4
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;man;14;19;24;21;21
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;vrouw;37;49;49;52;38
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35516;B Creative Business;voltijd onderwijs;hbo bachelor;man;53;79;85;51;73
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35516;B Creative Business;voltijd onderwijs;hbo bachelor;vrouw;104;129;133;102;101
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35517;B Finance, Tax and Advice;duaal onderwijs;hbo bachelor;man;8;11;13;10;6
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35517;B Finance, Tax and Advice;duaal onderwijs;hbo bachelor;vrouw;11;5;6;2;4
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;hbo bachelor;man;2;11;5;6;3
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;hbo bachelor;vrouw;0;4;4;4;2
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;man;33;29;26;20;26
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;vrouw;9;12;15;12;5
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35521;B Leisure & Events Management;duaal onderwijs;hbo bachelor;man;0;3;0;0;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35521;B Leisure & Events Management;voltijd onderwijs;hbo bachelor;man;19;15;21;11;27
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35521;B Leisure & Events Management;voltijd onderwijs;hbo bachelor;vrouw;51;57;73;61;73
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;duaal onderwijs;hbo bachelor;man;24;26;25;33;24
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;duaal onderwijs;hbo bachelor;vrouw;11;17;11;25;14
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;voltijd onderwijs;hbo bachelor;man;15;19;9;29;8
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;voltijd onderwijs;hbo bachelor;vrouw;37;29;30;26;18
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;man;20;23;31;13;16
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;vrouw;132;86;90;82;74
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;deeltijd onderwijs;hbo bachelor;man;0;1;0;0;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;deeltijd onderwijs;hbo bachelor;vrouw;1;2;0;0;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;hbo bachelor;man;11;10;3;13;15
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;hbo bachelor;vrouw;30;27;29;41;43
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;deeltijd onderwijs;hbo bachelor;man;8;10;12;7;3
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;deeltijd onderwijs;hbo bachelor;vrouw;0;1;1;3;1
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;voltijd onderwijs;hbo bachelor;man;41;62;64;59;64
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;voltijd onderwijs;hbo bachelor;vrouw;9;15;26;18;34
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);45284;M Content & Media Strategy;voltijd onderwijs;hbo master;man;0;0;0;3;9
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);45284;M Content & Media Strategy;voltijd onderwijs;hbo master;vrouw;0;0;0;9;20
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);49135;M International Leisure, Tourism & Events Management;voltijd onderwijs;hbo master;man;0;0;8;12;18
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);49135;M International Leisure, Tourism & Events Management;voltijd onderwijs;hbo master;vrouw;0;0;11;44;31
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80009;Ad Tourism Management;voltijd onderwijs;hbo associate degree;vrouw;0;0;0;6;12
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80010;Ad Ondernemerschap & Retail Management;duaal onderwijs;hbo associate degree;man;38;32;47;35;27
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80010;Ad Ondernemerschap & Retail Management;duaal onderwijs;hbo associate degree;vrouw;24;22;17;17;14
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80010;Ad Ondernemerschap & Retail Management;voltijd onderwijs;hbo associate degree;man;15;3;8;6;6
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80010;Ad Ondernemerschap & Retail Management;voltijd onderwijs;hbo associate degree;vrouw;15;7;8;10;5
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80040;Ad Leisure & Events Management;deeltijd onderwijs;hbo associate degree;vrouw;0;0;1;0;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80040;Ad Leisure & Events Management;duaal onderwijs;hbo associate degree;man;1;0;0;0;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80040;Ad Leisure & Events Management;duaal onderwijs;hbo associate degree;vrouw;1;1;0;0;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80040;Ad Leisure & Events Management;voltijd onderwijs;hbo associate degree;man;2;7;0;7;3
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80040;Ad Leisure & Events Management;voltijd onderwijs;hbo associate degree;vrouw;10;18;12;10;9
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80041;Ad Hotel Management;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;0;1
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80041;Ad Hotel Management;duaal onderwijs;hbo associate degree;man;11;5;6;3;4
